20120111	1	1	33	0
20120112	1	0	32	0
20120113	1	0	32	0
20120114	1	0	32	0
20120115	1	0	32	0
20120116	1	0	32	0
20120117	1	0	32	0
20120121	2	0	33	0
20120122	2	0	32	0
20120211	2	0	34	0
20120212	2	0	34	0
20120213	2	0	33	0
20120221	2	0	34	0
20120231	3	0	28	0
20120241	3	0	29	0
20120242	3	0	28	0
20120251	3	0	32	0
20120252	3	0	14	0
20120261	3	0	30	0
20120262	3	0	24	0
20120271	3	0	27	0
20120272	4	0	17	0
20120311	4	0	30	0
20120312	4	0	31	0
20120313	4	0	31	0
20120314	4	0	30	0
20120315	4	0	31	0
20120316	4	0	30	0
20120341	5	0	32	0
20120342	5	0	31	0
20120411	5	0	33	0
20120412	5	0	33	0
20120413	6	0	33	0
20120414	6	0	33	0
20120415	6	0	33	0
20120416	6	0	33	0
20120421	6	0	34	0
20120422	6	0	34	0
20120423	6	0	35	0
20120431	6	0	32	0
20120432	7	0	32	0
20120433	7	0	32	0
20120434	7	0	32	0
20120441	7	0	33	0
20120442	7	0	27	0
20120511	8	0	30	0
20120512	8	0	30	0
20120513	8	0	29	0
20120531	8	0	32	0
20120532	8	0	31	0
20120611	9	0	30	0
20120612	9	0	29	0
20120613	9	0	29	0
20120614	9	0	29	0
20120615	9	0	29	0
20120616	9	0	29	0
20120711	9	0	32	0
20120712	10	0	32	0
20120713	10	0	32	0
20120714	10	0	32	0
20120715	10	0	32	0
20120716	11	0	31	0
20120717	11	0	31	0
20120718	11	0	31	0
20120719	11	0	31	0
20120741	11	0	22	0
20120751	12	0	32	0
20120811	12	0	32	0
20120812	12	0	32	0
20120813	12	0	32	0
20120814	12	0	32	0
20120815	13	0	32	0
20120821	13	0	32	0
20120822	13	0	32	0
20120823	13	0	32	0
20120824	13	0	31	0
20120831	13	0	31	0
20120832	14	0	18	0
20120841	14	0	29	0
20120911	14	0	24	0
20120921	14	0	32	0
20120931	15	0	31	0
20120932	15	0	30	0
20120941	15	0	27	0
20120951	15	0	25	0
20120961	15	0	28	0
20121011	16	0	32	0
20121012	16	0	31	0
20121021	16	0	29	0
20121031	16	0	36	0
20121041	16	0	39	0
20121051	16	0	36	0
20121052	17	0	35	0
20121061	17	0	32	0
20121071	17	0	32	0
20121072	17	0	31	0
20121111	17	0	32	0
20121112	17	0	31	0
20121121	18	0	41	0
20121131	18	0	40	0
20121151	18	0	30	0
20121152	18	0	30	0
20121211	18	0	27	0
20121212	18	0	27	0
20121311	19	0	30	0
20121312	19	0	30	0
20121341	19	0	29	0
20121342	19	0	28	0
20121411	19	0	19	0
20121412	20	0	19	0
20121413	20	0	21	0
20121421	20	0	17	0
20121422	20	0	15	0
20121511	21	0	32	0
20121512	21	0	32	0
20121513	21	0	32	0
20121514	21	0	31	0
20121515	21	0	31	0
20121521	22	0	29	0
20121611	22	0	18	0
20122011	22	0	31	0
20122012	22	0	32	0
20122013	22	0	32	0
20122014	22	0	31	0
20122021	23	0	36	0
20122111	23	0	30	0
20122121	23	0	32	0
20122211	23	0	28	0
